"x1","y1","x0","y0","estimate0","estimate1"
-2.50798351128261,3.47540648755445e-06,-1.24764609664443,3.50039001213093e-06,90,80
-2.32595617855743,6.49471130796883e-06,-1.07055159137381,1.06049076684958e-05,90,80
-2.14392884583226,1.16392844601432e-05,-0.893457086103187,2.77312707600307e-05,90,80
-1.96190151310708,2.03996626521957e-05,-0.716362580832562,6.20638954064108e-05,90,80
-1.7798741803819,3.42333148714927e-05,-0.539268075561938,0.000116303311066338,90,80
-1.59784684765673,5.50333973643729e-05,-0.362173570291314,0.000183832172116788,90,80
-1.41581951493155,8.49330447572727e-05,-0.18507906502069,0.000249139522387131,90,80
-1.23379218220637,0.000126114883441623,-0.00798455975006651,0.00029989603117075,90,80
-1.0517648494812,0.000180579300179353,0.169109945520558,0.000341879899098595,90,80
-0.869737516756021,0.000249870007524699,0.346204450791182,0.000398496407279277,90,80
-0.687710184030844,0.000334770640624363,0.523298956061806,0.00048797136775394,90,80
-0.505682851305668,0.000434984254524599,0.70039346133243,0.000597144723332087,90,80
-0.323655518580491,0.000548814659964951,0.877487966603054,0.000681219710859852,90,80
-0.141628185855315,0.000672890784894202,1.05458247187368,0.000695984441983242,90,80
0.0403991468698619,0.000802010188299079,1.2316769771443,0.000634280690226112,90,80
0.222426479595038,0.000929211572132241,1.40877148241493,0.000531594696557438,90,80
0.404453812320215,0.00104619492244371,1.58586598768555,0.000436250646043234,90,80
0.586481145045391,0.00114410640754981,1.76296049295617,0.000374126291714872,90,80
0.768508477770568,0.00121242924426181,1.9400549982268,0.000339581706371283,90,80
0.950535810495744,0.00124760440440939,2.11714950349742,0.00031498444352073,90,80
1.13256314322092,0.00124834426138654,2.29424400876805,0.000294006457113567,90,80
1.3145904759461,0.00121739725464144,2.47133851403867,0.000285021637769506,90,80
1.49661780867127,0.00116107079378163,2.64843301930929,0.000295238901850665,90,80
1.67864514139645,0.0010880746680988,2.82552752457992,0.000316737439404524,90,80
1.86067247412163,0.00100799712359158,3.00262202985054,0.00033181183145611,90,80
2.0426998068468,0.000929796973167114,3.17971653512117,0.000332161365364656,90,80
2.22472713957198,0.000860646769078263,3.35681104039179,0.000329553908143422,90,80
2.40675447229716,0.000805327185996632,3.53390554566241,0.000343920697603414,90,80
2.58878180502233,0.000766204369228291,3.71100005093304,0.000380505454546263,90,80
2.77080913774751,0.00074367336491245,3.88809455620366,0.000422424128753541,90,80
2.95283647047269,0.000736860266584963,4.06518906147429,0.000450332898412763,90,80
3.13486380319786,0.000744358073159303,4.24228356674491,0.000470911470029993,90,80
3.31689113592304,0.000764927813177535,4.41937807201553,0.000516155220734384,90,80
3.49891846864822,0.000798292555798781,4.59647257728616,0.000604359946790885,90,80
3.68094580137339,0.000843222030760243,4.77356708255678,0.000712949835596946,90,80
3.86297313409857,0.000899693288031129,4.95066158782741,0.000795554318890435,90,80
4.04500046682374,0.000967815382003401,5.12775609309803,0.000831189310869205,90,80
4.22702779954892,0.00104768196837002,5.30485059836865,0.000851485847086967,90,80
4.4090551322741,0.00113931525367065,5.48194510363928,0.000910779386134019,90,80
4.59108246499927,0.00124270770989089,5.6590396089099,0.00102766392611778,90,80
4.77310979772445,0.00135792885771217,5.83613411418053,0.00116347465550232,90,80
4.95513713044963,0.00148523565624017,6.01322861945115,0.00126754250231473,90,80
5.1371644631748,0.00162511418234931,6.19032312472177,0.00134447317741222,90,80
5.31919179589998,0.00177819071995181,6.3674176299924,0.00146498124333136,90,80
5.50121912862516,0.00194498049902464,6.54451213526302,0.00169357444276683,90,80
5.68324646135033,0.00212548623959806,6.72160664053365,0.00200001941497499,90,80
5.86527379407551,0.00231870785888269,6.89870114580427,0.00225669405242823,90,80
6.04730112680069,0.0025222573757656,7.07579565107489,0.0023457365322614,90,80
6.22932845952586,0.00273146184455275,7.25289015634552,0.00227654749042152,90,80
